User_Id,Location,Age,Location_clean,Location_norm,Location_tokens,Age_normalized
205,"Bandung, Jawa Barat",24,"bandung, jawa barat",bandung jawa barat,"['bandung', 'jawa', 'barat']",0.15555555555555556
206,"Surabaya, Jawa Timur",30,"surabaya, jawa timur",surabaya jawa timur,"['surabaya', 'jawa', 'timur']",0.2222222222222222
207,"Bekasi, Jawa Barat",20,"bekasi, jawa barat",bekasi jawa barat,"['bekasi', 'jawa', 'barat']",0.1111111111111111
208,"Yogyakarta, DIY",27,"yogyakarta, diy",yogyakarta diy,"['yogyakarta', 'diy']",0.18888888888888888
209,"Bogor, Jawa Barat",19,"bogor, jawa barat",bogor jawa barat,"['bogor', 'jawa', 'barat']",0.1
210,"Depok, Jawa Barat",18,"depok, jawa barat",depok jawa barat,"['depok', 'jawa', 'barat']",0.08888888888888889
211,"Jakarta Pusat, DKI Jakarta",22,"jakarta pusat, dki jakarta",jakarta pusat dki jakarta,"['jakarta', 'pusat', 'dki', 'jakarta']",0.13333333333333333
212,"Jakarta Timur, DKI Jakarta",28,"jakarta timur, dki jakarta",jakarta timur dki jakarta,"['jakarta', 'timur', 'dki', 'jakarta']",0.2
213,"Bekasi, Jawa Barat",20,"bekasi, jawa barat",bekasi jawa barat,"['bekasi', 'jawa', 'barat']",0.1111111111111111
214,"Semarang, Jawa Tengah",30,"semarang, jawa tengah",semarang jawa tengah,"['semarang', 'jawa', 'tengah']",0.2222222222222222
215,"Yogyakarta, DIY",23,"yogyakarta, diy",yogyakarta diy,"['yogyakarta', 'diy']",0.14444444444444443
216,"Cirebon, Jawa Barat",28,"cirebon, jawa barat",cirebon jawa barat,"['cirebon', 'jawa', 'barat']",0.2
217,"Lampung, Sumatera Selatan",20,"lampung, sumatera selatan",lampung sumatera selatan,"['lampung', 'sumatera', 'selatan']",0.1111111111111111
218,"Semarang, Jawa Tengah",29,"semarang, jawa tengah",semarang jawa tengah,"['semarang', 'jawa', 'tengah']",0.2111111111111111
219,"Subang, Jawa Barat",24,"subang, jawa barat",subang jawa barat,"['subang', 'jawa', 'barat']",0.15555555555555556
220,"Jakarta Barat, DKI Jakarta",23,"jakarta barat, dki jakarta",jakarta barat dki jakarta,"['jakarta', 'barat', 'dki', 'jakarta']",0.14444444444444443
221,"Bekasi, Jawa Barat",30,"bekasi, jawa barat",bekasi jawa barat,"['bekasi', 'jawa', 'barat']",0.2222222222222222
222,"Lampung, Sumatera Selatan",30,"lampung, sumatera selatan",lampung sumatera selatan,"['lampung', 'sumatera', 'selatan']",0.2222222222222222
223,"Palembang, Sumatera Selatan",20,"palembang, sumatera selatan",palembang sumatera selatan,"['palembang', 'sumatera', 'selatan']",0.1111111111111111
224,"Bogor, Jawa Barat",28,"bogor, jawa barat",bogor jawa barat,"['bogor', 'jawa', 'barat']",0.2
225,"Sragen, Jawa Tengah",19,"sragen, jawa tengah",sragen jawa tengah,"['sragen', 'jawa', 'tengah']",0.1
226,"Ponorogo, Jawa Timur",23,"ponorogo, jawa timur",ponorogo jawa timur,"['ponorogo', 'jawa', 'timur']",0.14444444444444443
227,"Depok, Jawa Barat",25,"depok, jawa barat",depok jawa barat,"['depok', 'jawa', 'barat']",0.16666666666666666
228,"Jakarta Selatan, DKI Jakarta",18,"jakarta selatan, dki jakarta",jakarta selatan dki jakarta,"['jakarta', 'selatan', 'dki', 'jakarta']",0.08888888888888889
229,"Bekasi, Jawa Barat",20,"bekasi, jawa barat",bekasi jawa barat,"['bekasi', 'jawa', 'barat']",0.1111111111111111
230,"Ponorogo, Jawa Timur",20,"ponorogo, jawa timur",ponorogo jawa timur,"['ponorogo', 'jawa', 'timur']",0.1111111111111111
231,"Sragen, Jawa Tengah",28,"sragen, jawa tengah",sragen jawa tengah,"['sragen', 'jawa', 'tengah']",0.2
232,"Klaten, Jawa Tengah",30,"klaten, jawa tengah",klaten jawa tengah,"['klaten', 'jawa', 'tengah']",0.2222222222222222
233,"Solo, Jawa Tengah",23,"solo, jawa tengah",solo jawa tengah,"['solo', 'jawa', 'tengah']",0.14444444444444443
234,"Tanggerang, Banten",27,"tanggerang, banten",tanggerang banten,"['tanggerang', 'banten']",0.18888888888888888
235,"Serang, Banten",18,"serang, banten",serang banten,"['serang', 'banten']",0.08888888888888889
236,"Cilacap, Jawa Tengah",23,"cilacap, jawa tengah",cilacap jawa tengah,"['cilacap', 'jawa', 'tengah']",0.14444444444444443
237,"Semarang, Jawa Tengah",20,"semarang, jawa tengah",semarang jawa tengah,"['semarang', 'jawa', 'tengah']",0.1111111111111111
238,"Yogyakarta, DIY",30,"yogyakarta, diy",yogyakarta diy,"['yogyakarta', 'diy']",0.2222222222222222
239,"Kota Gede, DIY",23,"kota gede, diy",kota gede diy,"['kota', 'gede', 'diy']",0.14444444444444443
240,"Cirebon, Jawa Barat",22,"cirebon, jawa barat",cirebon jawa barat,"['cirebon', 'jawa', 'barat']",0.13333333333333333
241,"Subang, Jawa Barat",20,"subang, jawa barat",subang jawa barat,"['subang', 'jawa', 'barat']",0.1111111111111111
242,"Karawang, Jawa Barat",20,"karawang, jawa barat",karawang jawa barat,"['karawang', 'jawa', 'barat']",0.1111111111111111
243,"Purwakarat, Jawa Barat",20,"purwakarat, jawa barat",purwakarat jawa barat,"['purwakarat', 'jawa', 'barat']",0.1111111111111111
244,"Jakarta Utara, DKI Jakarta",27,"jakarta utara, dki jakarta",jakarta utara dki jakarta,"['jakarta', 'utara', 'dki', 'jakarta']",0.18888888888888888
245,"Jakarta Selatan, DKI Jakarta",27,"jakarta selatan, dki jakarta",jakarta selatan dki jakarta,"['jakarta', 'selatan', 'dki', 'jakarta']",0.18888888888888888
246,"Jakarta Pusat, DKI Jakarta",28,"jakarta pusat, dki jakarta",jakarta pusat dki jakarta,"['jakarta', 'pusat', 'dki', 'jakarta']",0.2
247,"Bekasi, Jawa Barat",28,"bekasi, jawa barat",bekasi jawa barat,"['bekasi', 'jawa', 'barat']",0.2
248,"Bogor, Jawa Barat",29,"bogor, jawa barat",bogor jawa barat,"['bogor', 'jawa', 'barat']",0.2111111111111111
249,"Karawang, Jawa Barat",19,"karawang, jawa barat",karawang jawa barat,"['karawang', 'jawa', 'barat']",0.1
250,"Subang, Jawa Barat",27,"subang, jawa barat",subang jawa barat,"['subang', 'jawa', 'barat']",0.18888888888888888
251,"Semarang, Jawa Tengah",29,"semarang, jawa tengah",semarang jawa tengah,"['semarang', 'jawa', 'tengah']",0.2111111111111111
252,"Bekasi, Jawa Barat",30,"bekasi, jawa barat",bekasi jawa barat,"['bekasi', 'jawa', 'barat']",0.2222222222222222
253,"Cirebon, Jawa Barat",34,"cirebon, jawa barat",cirebon jawa barat,"['cirebon', 'jawa', 'barat']",0.26666666666666666
254,"Bekasi, Jawa Barat",34,"bekasi, jawa barat",bekasi jawa barat,"['bekasi', 'jawa', 'barat']",0.26666666666666666
255,"Lampung, Sumatera Selatan",30,"lampung, sumatera selatan",lampung sumatera selatan,"['lampung', 'sumatera', 'selatan']",0.2222222222222222
256,"Jakarta Utara, DKI Jakarta",39,"jakarta utara, dki jakarta",jakarta utara dki jakarta,"['jakarta', 'utara', 'dki', 'jakarta']",0.32222222222222224
257,"Jakarta Selatan, DKI Jakarta",25,"jakarta selatan, dki jakarta",jakarta selatan dki jakarta,"['jakarta', 'selatan', 'dki', 'jakarta']",0.16666666666666666
258,"Bandung, Jawa Barat",38,"bandung, jawa barat",bandung jawa barat,"['bandung', 'jawa', 'barat']",0.3111111111111111
259,"Surabaya, Jawa Timur",27,"surabaya, jawa timur",surabaya jawa timur,"['surabaya', 'jawa', 'timur']",0.18888888888888888
260,"Bekasi, Jawa Barat",33,"bekasi, jawa barat",bekasi jawa barat,"['bekasi', 'jawa', 'barat']",0.25555555555555554
261,"Yogyakarta, DIY",38,"yogyakarta, diy",yogyakarta diy,"['yogyakarta', 'diy']",0.3111111111111111
262,"Bogor, Jawa Barat",38,"bogor, jawa barat",bogor jawa barat,"['bogor', 'jawa', 'barat']",0.3111111111111111
263,"Depok, Jawa Barat",27,"depok, jawa barat",depok jawa barat,"['depok', 'jawa', 'barat']",0.18888888888888888
264,"Jakarta Pusat, DKI Jakarta",37,"jakarta pusat, dki jakarta",jakarta pusat dki jakarta,"['jakarta', 'pusat', 'dki', 'jakarta']",0.3
265,"Jakarta Timur, DKI Jakarta",30,"jakarta timur, dki jakarta",jakarta timur dki jakarta,"['jakarta', 'timur', 'dki', 'jakarta']",0.2222222222222222
266,"Bekasi, Jawa Barat",32,"bekasi, jawa barat",bekasi jawa barat,"['bekasi', 'jawa', 'barat']",0.24444444444444444
267,"Semarang, Jawa Tengah",31,"semarang, jawa tengah",semarang jawa tengah,"['semarang', 'jawa', 'tengah']",0.23333333333333334
268,"Yogyakarta, DIY",32,"yogyakarta, diy",yogyakarta diy,"['yogyakarta', 'diy']",0.24444444444444444
269,"Cirebon, Jawa Barat",36,"cirebon, jawa barat",cirebon jawa barat,"['cirebon', 'jawa', 'barat']",0.28888888888888886
270,"Lampung, Sumatera Selatan",25,"lampung, sumatera selatan",lampung sumatera selatan,"['lampung', 'sumatera', 'selatan']",0.16666666666666666
271,"Semarang, Jawa Tengah",37,"semarang, jawa tengah",semarang jawa tengah,"['semarang', 'jawa', 'tengah']",0.3
272,"Subang, Jawa Barat",30,"subang, jawa barat",subang jawa barat,"['subang', 'jawa', 'barat']",0.2222222222222222
273,"Jakarta Barat, DKI Jakarta",33,"jakarta barat, dki jakarta",jakarta barat dki jakarta,"['jakarta', 'barat', 'dki', 'jakarta']",0.25555555555555554
274,"Bekasi, Jawa Barat",38,"bekasi, jawa barat",bekasi jawa barat,"['bekasi', 'jawa', 'barat']",0.3111111111111111
275,"Lampung, Sumatera Selatan",34,"lampung, sumatera selatan",lampung sumatera selatan,"['lampung', 'sumatera', 'selatan']",0.26666666666666666
276,"Lampung, Sumatera Selatan",39,"lampung, sumatera selatan",lampung sumatera selatan,"['lampung', 'sumatera', 'selatan']",0.32222222222222224
277,"Jakarta Utara, DKI Jakarta",29,"jakarta utara, dki jakarta",jakarta utara dki jakarta,"['jakarta', 'utara', 'dki', 'jakarta']",0.2111111111111111
278,"Jakarta Selatan, DKI Jakarta",40,"jakarta selatan, dki jakarta",jakarta selatan dki jakarta,"['jakarta', 'selatan', 'dki', 'jakarta']",0.3333333333333333
279,"Bandung, Jawa Barat",28,"bandung, jawa barat",bandung jawa barat,"['bandung', 'jawa', 'barat']",0.2
280,"Surabaya, Jawa Timur",40,"surabaya, jawa timur",surabaya jawa timur,"['surabaya', 'jawa', 'timur']",0.3333333333333333
281,"Bekasi, Jawa Barat",30,"bekasi, jawa barat",bekasi jawa barat,"['bekasi', 'jawa', 'barat']",0.2222222222222222
282,"Yogyakarta, DIY",39,"yogyakarta, diy",yogyakarta diy,"['yogyakarta', 'diy']",0.32222222222222224
283,"Bogor, Jawa Barat",37,"bogor, jawa barat",bogor jawa barat,"['bogor', 'jawa', 'barat']",0.3
284,"Depok, Jawa Barat",29,"depok, jawa barat",depok jawa barat,"['depok', 'jawa', 'barat']",0.2111111111111111
285,"Jakarta Pusat, DKI Jakarta",29,"jakarta pusat, dki jakarta",jakarta pusat dki jakarta,"['jakarta', 'pusat', 'dki', 'jakarta']",0.2111111111111111
286,"Jakarta Timur, DKI Jakarta",35,"jakarta timur, dki jakarta",jakarta timur dki jakarta,"['jakarta', 'timur', 'dki', 'jakarta']",0.2777777777777778
287,"Bekasi, Jawa Barat",27,"bekasi, jawa barat",bekasi jawa barat,"['bekasi', 'jawa', 'barat']",0.18888888888888888
288,"Semarang, Jawa Tengah",30,"semarang, jawa tengah",semarang jawa tengah,"['semarang', 'jawa', 'tengah']",0.2222222222222222
289,"Yogyakarta, DIY",35,"yogyakarta, diy",yogyakarta diy,"['yogyakarta', 'diy']",0.2777777777777778
290,"Cirebon, Jawa Barat",34,"cirebon, jawa barat",cirebon jawa barat,"['cirebon', 'jawa', 'barat']",0.26666666666666666
291,"Lampung, Sumatera Selatan",25,"lampung, sumatera selatan",lampung sumatera selatan,"['lampung', 'sumatera', 'selatan']",0.16666666666666666
292,"Semarang, Jawa Tengah",29,"semarang, jawa tengah",semarang jawa tengah,"['semarang', 'jawa', 'tengah']",0.2111111111111111
293,"Subang, Jawa Barat",34,"subang, jawa barat",subang jawa barat,"['subang', 'jawa', 'barat']",0.26666666666666666
294,"Jakarta Barat, DKI Jakarta",28,"jakarta barat, dki jakarta",jakarta barat dki jakarta,"['jakarta', 'barat', 'dki', 'jakarta']",0.2
295,"Bekasi, Jawa Barat",31,"bekasi, jawa barat",bekasi jawa barat,"['bekasi', 'jawa', 'barat']",0.23333333333333334
296,"Lampung, Sumatera Selatan",31,"lampung, sumatera selatan",lampung sumatera selatan,"['lampung', 'sumatera', 'selatan']",0.23333333333333334
297,"Palembang, Sumatera Selatan",39,"palembang, sumatera selatan",palembang sumatera selatan,"['palembang', 'sumatera', 'selatan']",0.32222222222222224
298,"Bogor, Jawa Barat",38,"bogor, jawa barat",bogor jawa barat,"['bogor', 'jawa', 'barat']",0.3111111111111111
299,"Sragen, Jawa Tengah",27,"sragen, jawa tengah",sragen jawa tengah,"['sragen', 'jawa', 'tengah']",0.18888888888888888
300,"Ponorogo, Jawa Timur",26,"ponorogo, jawa timur",ponorogo jawa timur,"['ponorogo', 'jawa', 'timur']",0.17777777777777778
