source,id,name,name_clean,name_norm,name_tokens,description,description_clean,description_norm,description_tokens,category,category_clean,category_norm,category_tokens,price,rating,time_minutes,latitude,longitude,vote_count,htm_weekday,htm_weekend,rating_normalized,price_normalized,category_standardized,category_id,unified_price,merged_id,indoor,outdoor
dataset1,126,Pantai Goa Cemara,pantai goa cemara,pantai goa cemara,"['pantai', 'goa', 'cemara']","Pantai Goa Cemara (bahasa Jawa: ꦥꦱꦶꦱꦶꦂ​ ꦒꦸꦮ​ ꦕꦺꦩꦫ, translit. Pasisir Guwa Cemara​) adalah objek wisata pantai yang terletak di Dusun Patihan, Desa Gadingsari, Kecamatan Sanden, Kabupaten Bantul. Daerah Istimewa Yogyakarta. Pantai ini terletak tepatnya berdampingan dengan Pantai Samas dan Pantai Pandansari.\n\nPantai ini memiliki pasir berwarna hitam tapi lembut dengan ombak yang cukup besar kerakteristik pantai selatan. Pantai ini merupakan pantai pengembangan baru dimana terdapat banyak pohong Cemara udang rindang membentuk seperti goa, hal ini yang membuat pantai ini dinamai Goa Cemara. Pohon Cemara ini bertujuan untuk melindungi abrasi air laut dan menahan gumuk pasir supaya tidak mengalamai perpindahan akibat tiupan angin.","pantai goa cemara bahasa jawa , translit. pasisir guwa cemara adalah objek wisata pantai yang terletak di dusun patihan, desa gadingsari, kecamatan sanden, kabupaten bantul. daerah istimewa yogyakarta. pantai ini terletak tepatnya berdampingan dengan pantai samas dan pantai pandansari. n npantai ini memiliki pasir berwarna hitam tapi lembut dengan ombak yang cukup besar kerakteristik pantai selatan. pantai ini merupakan pantai pengembangan baru dimana terdapat banyak pohong cemara udang rindang membentuk seperti goa, hal ini yang membuat pantai ini dinamai goa cemara. pohon cemara ini bertujuan untuk melindungi abrasi air laut dan menahan gumuk pasir supaya tidak mengalamai perpindahan akibat tiupan angin.",pantai goa cemara bahasa jawa translit pasisir guwa cemara adalah objek wisata pantai yang terletak di dusun patihan desa gadingsari kecamatan sanden kabupaten bantul daerah istimewa yogyakarta pantai ini terletak tepatnya berdampingan dengan pantai samas dan pantai pandansari n npantai ini memiliki pasir berwarna hitam tapi lembut dengan ombak yang cukup besar kerakteristik pantai selatan pantai ini merupakan pantai pengembangan baru dimana terdapat banyak pohong cemara udang rindang membentuk seperti goa hal ini yang membuat pantai ini dinamai goa cemara pohon cemara ini bertujuan untuk melindungi abrasi air laut dan menahan gumuk pasir supaya tidak mengalamai perpindahan akibat tiupan angin,"['pantai', 'goa', 'cemara', 'bahasa', 'jawa', 'translit', 'pasisir', 'guwa', 'cemara', 'adalah', 'objek', 'wisata', 'pantai', 'yang', 'terletak', 'dusun', 'patihan', 'desa', 'gadingsari', 'kecamatan', 'sanden', 'kabupaten', 'bantul', 'daerah', 'istimewa', 'yogyakarta', 'pantai', 'ini', 'terletak', 'tepatnya', 'berdampingan', 'dengan', 'pantai', 'samas', 'dan', 'pantai', 'pandansari', 'npantai', 'ini', 'memiliki', 'pasir', 'berwarna', 'hitam', 'tapi', 'lembut', 'dengan', 'ombak', 'yang', 'cukup', 'besar', 'kerakteristik', 'pantai', 'selatan', 'pantai', 'ini', 'merupakan', 'pantai', 'pengembangan', 'baru', 'dimana', 'terdapat', 'banyak', 'pohong', 'cemara', 'udang', 'rindang', 'membentuk', 'seperti', 'goa', 'hal', 'ini', 'yang', 'membuat', 'pantai', 'ini', 'dinamai', 'goa', 'cemara', 'pohon', 'cemara', 'ini', 'bertujuan', 'untuk', 'melindungi', 'abrasi', 'air', 'laut', 'dan', 'menahan', 'gumuk', 'pasir', 'supaya', 'tidak', 'mengalamai', 'perpindahan', 'akibat', 'tiupan', 'angin']",Bahari,bahari,bahari,['bahari'],4000.0,4.3,,-7.999423,110.248963,0.0,0.0,0.0,0.86,,bahari,4,4000.0,159,0,1
dataset1,198,Pantai Greweng,pantai greweng,pantai greweng,"['pantai', 'greweng']","Di Kabupaten Gunungkidul, tidak sulit memilih pantai yang masih sepi dan indah. Pantai Greweng yang berada di Kecamatan Girisubo adalah satu di antaranya. Tidak hanya cantik, pantai ini juga dikenal sebagai destinasi untuk berkemah. Namun, siapkan energi lebih untuk mencapai lokasinya yang terpencil.","di kabupaten gunungkidul, tidak sulit memilih pantai yang masih sepi dan indah. pantai greweng yang berada di kecamatan girisubo adalah satu di antaranya. tidak hanya cantik, pantai ini juga dikenal sebagai destinasi untuk berkemah. namun, siapkan energi lebih untuk mencapai lokasinya yang terpencil.",di kabupaten gunungkidul tidak sulit memilih pantai yang masih sepi dan indah pantai greweng yang berada di kecamatan girisubo adalah satu di antaranya tidak hanya cantik pantai ini juga dikenal sebagai destinasi untuk berkemah namun siapkan energi lebih untuk mencapai lokasinya yang terpencil,"['kabupaten', 'gunungkidul', 'tidak', 'sulit', 'memilih', 'pantai', 'yang', 'masih', 'sepi', 'dan', 'indah', 'pantai', 'greweng', 'yang', 'berada', 'kecamatan', 'girisubo', 'adalah', 'satu', 'antaranya', 'tidak', 'hanya', 'cantik', 'pantai', 'ini', 'juga', 'dikenal', 'sebagai', 'destinasi', 'untuk', 'berkemah', 'namun', 'siapkan', 'energi', 'lebih', 'untuk', 'mencapai', 'lokasinya', 'yang', 'terpencil']",Bahari,bahari,bahari,['bahari'],5000.0,4.6,,-8.1978644,110.7186216,0.0,0.0,0.0,0.92,,bahari,4,5000.0,160,0,1
dataset2,403,Pantai Imorenggo,pantai imorenggo,pantai imorenggo,"['pantai', 'imorenggo']",pantai dengan pasir hitam eksotis di kulon progo menawarkan keindahan alam yang masih alami dan cocok untuk bersantai,pantai dengan pasir hitam eksotis di kulon progo menawarkan keindahan alam yang masih alami dan cocok untuk bersantai,pantai dengan pasir hitam eksotis di kulon progo menawarkan keindahan alam yang masih alami dan cocok untuk bersantai,"['pantai', 'dengan', 'pasir', 'hitam', 'eksotis', 'kulon', 'progo', 'menawarkan', 'keindahan', 'alam', 'yang', 'masih', 'alami', 'dan', 'cocok', 'untuk', 'bersantai']",Pantai,pantai,pantai,['pantai'],0.0,4.4,,-7.9658312,110.1824816,45.0,0.0,0.0,0.8800000000000001,0.0,bahari,4,0.0,161,0,1
dataset1,195,Pantai Jogan,pantai jogan,pantai jogan,"['pantai', 'jogan']","Pantai Jogan adalah objek wisata pantai yang terletak di Dusun Duwet, Purwodadi, Tepus, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta. Lokasinya berjarak kurang lebih 74 km dari Pusat kota Yogyakarta. Pantai ini terletak di jajaran pegunungan Gunungkidul, yang memberikan pemandangan alam tebing dan air terjun yang mengarah ke laut lepas.","pantai jogan adalah objek wisata pantai yang terletak di dusun duwet, purwodadi, tepus, kabupaten gunungkidul, daerah istimewa yogyakarta. lokasinya berjarak kurang lebih 74 km dari pusat kota yogyakarta. pantai ini terletak di jajaran pegunungan gunungkidul, yang memberikan pemandangan alam tebing dan air terjun yang mengarah ke laut lepas.",pantai jogan adalah objek wisata pantai yang terletak di dusun duwet purwodadi tepus kabupaten gunungkidul daerah istimewa yogyakarta lokasinya berjarak kurang lebih 74 km dari pusat kota yogyakarta pantai ini terletak di jajaran pegunungan gunungkidul yang memberikan pemandangan alam tebing dan air terjun yang mengarah ke laut lepas,"['pantai', 'jogan', 'adalah', 'objek', 'wisata', 'pantai', 'yang', 'terletak', 'dusun', 'duwet', 'purwodadi', 'tepus', 'kabupaten', 'gunungkidul', 'daerah', 'istimewa', 'yogyakarta', 'lokasinya', 'berjarak', 'kurang', 'lebih', 'dari', 'pusat', 'kota', 'yogyakarta', 'pantai', 'ini', 'terletak', 'jajaran', 'pegunungan', 'gunungkidul', 'yang', 'memberikan', 'pemandangan', 'alam', 'tebing', 'dan', 'air', 'terjun', 'yang', 'mengarah', 'laut', 'lepas']",Bahari,bahari,bahari,['bahari'],5000.0,4.4,,-8.180135,110.6763715,0.0,0.0,0.0,0.8800000000000001,,bahari,4,5000.0,162,0,1
dataset1,201,Pantai Kesirat,pantai kesirat,pantai kesirat,"['pantai', 'kesirat']","Pada umumnya pantai identik dengan pasirnya bukan, namun pantai kesirat memiliki keunikan tersendiri yang akan anda temukan disini. Pantai kesirat tidak memiliki pasir namun anda akan menemukan tebing tebing yang memeiliki struktur yang cantik kemudian anda kana menikmati pantai di atasnya, tempat ini juga sangat cocok untuk menikmati sunset. Keindahan pantai ini membuat semua orang tidak bisa melupakannya seperti janji mantan hehee.. pantai kesirat memiliki spot spot foto yang instagramable banget cocok sekali untuk kamu yang suka berfoto. Keunikan lain yang menjadi ciri khas dari wisata Pantai Kesirat adalah hadirnya sebuah pohon yang tampak berdiri kokoh yang menjadi ikon dari tempat wisata ini. Banyak wisatawan yang memanfaatkan pohon ini sebagai latar belakang foto mereka.","pada umumnya pantai identik dengan pasirnya bukan, namun pantai kesirat memiliki keunikan tersendiri yang akan anda temukan disini. pantai kesirat tidak memiliki pasir namun anda akan menemukan tebing tebing yang memeiliki struktur yang cantik kemudian anda kana menikmati pantai di atasnya, tempat ini juga sangat cocok untuk menikmati sunset. keindahan pantai ini membuat semua orang tidak bisa melupakannya seperti janji mantan hehee.. pantai kesirat memiliki spot spot foto yang instagramable banget cocok sekali untuk kamu yang suka berfoto. keunikan lain yang menjadi ciri khas dari wisata pantai kesirat adalah hadirnya sebuah pohon yang tampak berdiri kokoh yang menjadi ikon dari tempat wisata ini. banyak wisatawan yang memanfaatkan pohon ini sebagai latar belakang foto mereka.",pada umumnya pantai identik dengan pasirnya bukan namun pantai kesirat memiliki keunikan tersendiri yang akan anda temukan disini pantai kesirat tidak memiliki pasir namun anda akan menemukan tebing tebing yang memeiliki struktur yang cantik kemudian anda kana menikmati pantai di atasnya tempat ini juga sangat cocok untuk menikmati sunset keindahan pantai ini membuat semua orang tidak bisa melupakannya seperti janji mantan hehee pantai kesirat memiliki spot spot foto yang instagramable banget cocok sekali untuk kamu yang suka berfoto keunikan lain yang menjadi ciri khas dari wisata pantai kesirat adalah hadirnya sebuah pohon yang tampak berdiri kokoh yang menjadi ikon dari tempat wisata ini banyak wisatawan yang memanfaatkan pohon ini sebagai latar belakang foto mereka,"['pada', 'umumnya', 'pantai', 'identik', 'dengan', 'pasirnya', 'bukan', 'namun', 'pantai', 'kesirat', 'memiliki', 'keunikan', 'tersendiri', 'yang', 'akan', 'anda', 'temukan', 'disini', 'pantai', 'kesirat', 'tidak', 'memiliki', 'pasir', 'namun', 'anda', 'akan', 'menemukan', 'tebing', 'tebing', 'yang', 'memeiliki', 'struktur', 'yang', 'cantik', 'kemudian', 'anda', 'kana', 'menikmati', 'pantai', 'atasnya', 'tempat', 'ini', 'juga', 'sangat', 'cocok', 'untuk', 'menikmati', 'sunset', 'keindahan', 'pantai', 'ini', 'membuat', 'semua', 'orang', 'tidak', 'bisa', 'melupakannya', 'seperti', 'janji', 'mantan', 'hehee', 'pantai', 'kesirat', 'memiliki', 'spot', 'spot', 'foto', 'yang', 'instagramable', 'banget', 'cocok', 'sekali', 'untuk', 'kamu', 'yang', 'suka', 'berfoto', 'keunikan', 'lain', 'yang', 'menjadi', 'ciri', 'khas', 'dari', 'wisata', 'pantai', 'kesirat', 'adalah', 'hadirnya', 'sebuah', 'pohon', 'yang', 'tampak', 'berdiri', 'kokoh', 'yang', 'menjadi', 'ikon', 'dari', 'tempat', 'wisata', 'ini', 'banyak', 'wisatawan', 'yang', 'memanfaatkan', 'pohon', 'ini', 'sebagai', 'latar', 'belakang', 'foto', 'mereka']",Bahari,bahari,bahari,['bahari'],5000.0,4.6,90.0,-8.0961535,110.4350483,0.0,0.0,0.0,0.92,,bahari,4,5000.0,163,0,1
dataset1,185,Pantai Krakal,pantai krakal,pantai krakal,"['pantai', 'krakal']","Pantai krakal merupakan pantai strategis untuk singgah, selain bisa menikmati panorama laut, wisatawan juga bisa mencicipi kuliner laut. Terdapat icon berupa bangunan berbentuk ikan diatas bukit yang sering dijadikan tempat foto.","pantai krakal merupakan pantai strategis untuk singgah, selain bisa menikmati panorama laut, wisatawan juga bisa mencicipi kuliner laut. terdapat icon berupa bangunan berbentuk ikan diatas bukit yang sering dijadikan tempat foto.",pantai krakal merupakan pantai strategis untuk singgah selain bisa menikmati panorama laut wisatawan juga bisa mencicipi kuliner laut terdapat icon berupa bangunan berbentuk ikan diatas bukit yang sering dijadikan tempat foto,"['pantai', 'krakal', 'merupakan', 'pantai', 'strategis', 'untuk', 'singgah', 'selain', 'bisa', 'menikmati', 'panorama', 'laut', 'wisatawan', 'juga', 'bisa', 'mencicipi', 'kuliner', 'laut', 'terdapat', 'icon', 'berupa', 'bangunan', 'berbentuk', 'ikan', 'diatas', 'bukit', 'yang', 'sering', 'dijadikan', 'tempat', 'foto']",Bahari,bahari,bahari,['bahari'],10000.0,4.5,,-8.145019,110.5998857,0.0,0.0,0.0,0.9,,bahari,4,10000.0,164,0,1
dataset2,38,Pantai Kuwaru,pantai kuwaru,pantai kuwaru,"['pantai', 'kuwaru']",pantai kuwaru terkenal dengan wisata yang terkesan santai dan murah,pantai kuwaru terkenal dengan wisata yang terkesan santai dan murah,pantai kuwaru terkenal dengan wisata yang terkesan santai dan murah,"['pantai', 'kuwaru', 'terkenal', 'dengan', 'wisata', 'yang', 'terkesan', 'santai', 'dan', 'murah']",Pantai,pantai,pantai,['pantai'],0.0,4.1,,-7.989177883,110.2265599,1109.0,10000.0,10000.0,0.82,0.0072463768115942,bahari,4,10000.0,165,0,1
dataset2,384,Pantai Midodaren,pantai midodaren,pantai midodaren,"['pantai', 'midodaren']",pantai yang masih alami di kawasan gunungkidul cocok untuk yang ingin menikmati keindahan laut tanpa keramaian pasir putih dan batuan karang menambah pesona tempat ini,pantai yang masih alami di kawasan gunungkidul cocok untuk yang ingin menikmati keindahan laut tanpa keramaian pasir putih dan batuan karang menambah pesona tempat ini,pantai yang masih alami di kawasan gunungkidul cocok untuk yang ingin menikmati keindahan laut tanpa keramaian pasir putih dan batuan karang menambah pesona tempat ini,"['pantai', 'yang', 'masih', 'alami', 'kawasan', 'gunungkidul', 'cocok', 'untuk', 'yang', 'ingin', 'menikmati', 'keindahan', 'laut', 'tanpa', 'keramaian', 'pasir', 'putih', 'dan', 'batuan', 'karang', 'menambah', 'pesona', 'tempat', 'ini']",Pantai,pantai,pantai,['pantai'],0.0,4.5,,-8.1255992,110.521558,550.0,10000.0,15000.0,0.9,0.0072463768115942,bahari,4,10000.0,166,0,1
dataset2,417,Pantai Ngetun,pantai ngetun,pantai ngetun,"['pantai', 'ngetun']",pantai ngetun adalah keindahan yang sempurna dari yogyakarta khususnya gunung kidul keindahan biota lautnya memang tidak bisa dihindarkan,pantai ngetun adalah keindahan yang sempurna dari yogyakarta khususnya gunung kidul keindahan biota lautnya memang tidak bisa dihindarkan,pantai ngetun adalah keindahan yang sempurna dari yogyakarta khususnya gunung kidul keindahan biota lautnya memang tidak bisa dihindarkan,"['pantai', 'ngetun', 'adalah', 'keindahan', 'yang', 'sempurna', 'dari', 'yogyakarta', 'khususnya', 'gunung', 'kidul', 'keindahan', 'biota', 'lautnya', 'memang', 'tidak', 'bisa', 'dihindarkan']",Pantai,pantai,pantai,['pantai'],0.0,4.5,,-8.1703641,110.6526446,709.0,15000.0,15000.0,0.9,0.0108695652173913,bahari,4,15000.0,167,0,1
dataset2,397,Pantai Nglolang,pantai nglolang,pantai nglolang,"['pantai', 'nglolang']",pantai ini sangat indah dengan pasir putih dan ombak yang bergulung gulung dan menghempas karang ini masih terbilang sepi dan mengunjungi pantai yang masih sepi ini pastinya obat yang sangat manjur untuk menghilangkan kejenuhan setelah sehari hari berkutat dengan kesibukan deburan ombak yang menggulung gulung dan menghempas karang dan pemandangan cakrawala jauh di depan menjadi obat penetral suasana hati yang ampuh apalagi pemandangan di sekitar pantai ini dipercantik dengan dua tebing yang mengapit pantai,pantai ini sangat indah dengan pasir putih dan ombak yang bergulung gulung dan menghempas karang ini masih terbilang sepi dan mengunjungi pantai yang masih sepi ini pastinya obat yang sangat manjur untuk menghilangkan kejenuhan setelah sehari hari berkutat dengan kesibukan deburan ombak yang menggulung gulung dan menghempas karang dan pemandangan cakrawala jauh di depan menjadi obat penetral suasana hati yang ampuh apalagi pemandangan di sekitar pantai ini dipercantik dengan dua tebing yang mengapit pantai,pantai ini sangat indah dengan pasir putih dan ombak yang bergulung gulung dan menghempas karang ini masih terbilang sepi dan mengunjungi pantai yang masih sepi ini pastinya obat yang sangat manjur untuk menghilangkan kejenuhan setelah sehari hari berkutat dengan kesibukan deburan ombak yang menggulung gulung dan menghempas karang dan pemandangan cakrawala jauh di depan menjadi obat penetral suasana hati yang ampuh apalagi pemandangan di sekitar pantai ini dipercantik dengan dua tebing yang mengapit pantai,"['pantai', 'ini', 'sangat', 'indah', 'dengan', 'pasir', 'putih', 'dan', 'ombak', 'yang', 'bergulung', 'gulung', 'dan', 'menghempas', 'karang', 'ini', 'masih', 'terbilang', 'sepi', 'dan', 'mengunjungi', 'pantai', 'yang', 'masih', 'sepi', 'ini', 'pastinya', 'obat', 'yang', 'sangat', 'manjur', 'untuk', 'menghilangkan', 'kejenuhan', 'setelah', 'sehari', 'hari', 'berkutat', 'dengan', 'kesibukan', 'deburan', 'ombak', 'yang', 'menggulung', 'gulung', 'dan', 'menghempas', 'karang', 'dan', 'pemandangan', 'cakrawala', 'jauh', 'depan', 'menjadi', 'obat', 'penetral', 'suasana', 'hati', 'yang', 'ampuh', 'apalagi', 'pemandangan', 'sekitar', 'pantai', 'ini', 'dipercantik', 'dengan', 'dua', 'tebing', 'yang', 'mengapit', 'pantai']",Pantai,pantai,pantai,['pantai'],0.0,4.3,,-8.1360048,110.562855,1123.0,10000.0,10000.0,0.86,0.0072463768115942,bahari,4,10000.0,168,0,1
dataset2,375,Pantai Ngluwen,pantai ngluwen,pantai ngluwen,"['pantai', 'ngluwen']",pantai perawan yang tenang cocok untuk pelarian dari keramaian kota,pantai perawan yang tenang cocok untuk pelarian dari keramaian kota,pantai perawan yang tenang cocok untuk pelarian dari keramaian kota,"['pantai', 'perawan', 'yang', 'tenang', 'cocok', 'untuk', 'pelarian', 'dari', 'keramaian', 'kota']",Pantai,pantai,pantai,['pantai'],0.0,4.5,,-8.1140054,110.4898614,96.0,10000.0,10000.0,0.9,0.0072463768115942,bahari,4,10000.0,169,0,1
dataset1,189,Pantai Nguluran,pantai nguluran,pantai nguluran,"['pantai', 'nguluran']","Di pantai Nguluran anda hanya bisa melihat hamparan laut luas serta spot foto. Semua fasilitas itu adanya di atas tebing. Sekitar belasan meter dari permukaan air pantai. Spot favorit di resort pantai ini adalah teras kaca. Teras kaca ini dapat dijadikan spot selfie dengan latar belakang pantai. Pengunjung akan mendapatkan foto yang sangat bagus dan indah untuk dipajang di IG, FB, atau media sosial lain. Apalagi jika foto diambil saat sunset. Saat berfoto di teras kaca, pengunjung akan merasakan sensasi yang menegangkan. Sensasi tegang ini timbul akibat teras kaca yang tepat berdiri di atas pinggir laut. Sensasi yang timbul seperti berjalan di atas seutas tali pada ketingian belasan meter di atas air laut. Namun tidak perlu kuatir, pihak pengelola menjamin keselematan para pengunjung, sepanjang tidak melanggar peraturan yang sudah di buat pihak pengelola.","di pantai nguluran anda hanya bisa melihat hamparan laut luas serta spot foto. semua fasilitas itu adanya di atas tebing. sekitar belasan meter dari permukaan air pantai. spot favorit di resort pantai ini adalah teras kaca. teras kaca ini dapat dijadikan spot selfie dengan latar belakang pantai. pengunjung akan mendapatkan foto yang sangat bagus dan indah untuk dipajang di ig, fb, atau media sosial lain. apalagi jika foto diambil saat sunset. saat berfoto di teras kaca, pengunjung akan merasakan sensasi yang menegangkan. sensasi tegang ini timbul akibat teras kaca yang tepat berdiri di atas pinggir laut. sensasi yang timbul seperti berjalan di atas seutas tali pada ketingian belasan meter di atas air laut. namun tidak perlu kuatir, pihak pengelola menjamin keselematan para pengunjung, sepanjang tidak melanggar peraturan yang sudah di buat pihak pengelola.",di pantai nguluran anda hanya bisa melihat hamparan laut luas serta spot foto semua fasilitas itu adanya di atas tebing sekitar belasan meter dari permukaan air pantai spot favorit di resort pantai ini adalah teras kaca teras kaca ini dapat dijadikan spot selfie dengan latar belakang pantai pengunjung akan mendapatkan foto yang sangat bagus dan indah untuk dipajang di ig fb atau media sosial lain apalagi jika foto diambil saat sunset saat berfoto di teras kaca pengunjung akan merasakan sensasi yang menegangkan sensasi tegang ini timbul akibat teras kaca yang tepat berdiri di atas pinggir laut sensasi yang timbul seperti berjalan di atas seutas tali pada ketingian belasan meter di atas air laut namun tidak perlu kuatir pihak pengelola menjamin keselematan para pengunjung sepanjang tidak melanggar peraturan yang sudah di buat pihak pengelola,"['pantai', 'nguluran', 'anda', 'hanya', 'bisa', 'melihat', 'hamparan', 'laut', 'luas', 'serta', 'spot', 'foto', 'semua', 'fasilitas', 'itu', 'adanya', 'atas', 'tebing', 'sekitar', 'belasan', 'meter', 'dari', 'permukaan', 'air', 'pantai', 'spot', 'favorit', 'resort', 'pantai', 'ini', 'adalah', 'teras', 'kaca', 'teras', 'kaca', 'ini', 'dapat', 'dijadikan', 'spot', 'selfie', 'dengan', 'latar', 'belakang', 'pantai', 'pengunjung', 'akan', 'mendapatkan', 'foto', 'yang', 'sangat', 'bagus', 'dan', 'indah', 'untuk', 'dipajang', 'atau', 'media', 'sosial', 'lain', 'apalagi', 'jika', 'foto', 'diambil', 'saat', 'sunset', 'saat', 'berfoto', 'teras', 'kaca', 'pengunjung', 'akan', 'merasakan', 'sensasi', 'yang', 'menegangkan', 'sensasi', 'tegang', 'ini', 'timbul', 'akibat', 'teras', 'kaca', 'yang', 'tepat', 'berdiri', 'atas', 'pinggir', 'laut', 'sensasi', 'yang', 'timbul', 'seperti', 'berjalan', 'atas', 'seutas', 'tali', 'pada', 'ketingian', 'belasan', 'meter', 'atas', 'air', 'laut', 'namun', 'tidak', 'perlu', 'kuatir', 'pihak', 'pengelola', 'menjamin', 'keselematan', 'para', 'pengunjung', 'sepanjang', 'tidak', 'melanggar', 'peraturan', 'yang', 'sudah', 'buat', 'pihak', 'pengelola']",Bahari,bahari,bahari,['bahari'],10000.0,4.1,,-8.1060061,110.4618655,0.0,0.0,0.0,0.82,,bahari,4,10000.0,170,0,1
dataset1,177,Pantai Parangtritis,pantai parangtritis,pantai parangtritis,"['pantai', 'parangtritis']","Pantai Parangtritis (bahasa Jawa: ꦥꦱꦶꦱꦶꦂ ꦥꦫꦁꦠꦿꦶꦠꦶꦱ꧀, translit. Pasisir Parangtritis) adalah tempat wisata yang terletak di Desa Parangtritis, Kretek, Kabupaten Bantul, Daerah Istimewa Yogyakarta. Jaraknya kurang lebih 27 km dari pusat Kota Yogyakarta. Pantai ini boleh terbilang adalah salah satu destinasi wisata terkenal di Yogyakarta dan paling favorit diantara para wisatawan sejak lama, bahkan Pantai Parangtritis telah menjadi ikon pariwisata di Yogyakarta. Pantai Parangtritis mempunyai nilai simbolis yang merupakan garis yang bersifat magis yang menghubungkan Panggung Krapyak, Keraton Yogyakarta, Tugu Yogyakarta dan Gunung Merapi yang dikenal sebagai Garis Imajiner Yogyakarta.\nPantai yang terletak di sisi timur Pantai Parangkusumo ini terkenal diantara para wisatawan karena memiliki legenda yang melekat dengan Ratu Kidul sebagai penguasa laut selatan dan keindahannya. Pantai ini merupakan pantai yang cukup luas di Yogyakarta, berbeda dengan pantai-pantai di kawasan Yogyakarta lainya seperti Pantai di Gunungkidul yang ukurannya relatif kecil.","pantai parangtritis bahasa jawa , translit. pasisir parangtritis adalah tempat wisata yang terletak di desa parangtritis, kretek, kabupaten bantul, daerah istimewa yogyakarta. jaraknya kurang lebih 27 km dari pusat kota yogyakarta. pantai ini boleh terbilang adalah salah satu destinasi wisata terkenal di yogyakarta dan paling favorit diantara para wisatawan sejak lama, bahkan pantai parangtritis telah menjadi ikon pariwisata di yogyakarta. pantai parangtritis mempunyai nilai simbolis yang merupakan garis yang bersifat magis yang menghubungkan panggung krapyak, keraton yogyakarta, tugu yogyakarta dan gunung merapi yang dikenal sebagai garis imajiner yogyakarta. npantai yang terletak di sisi timur pantai parangkusumo ini terkenal diantara para wisatawan karena memiliki legenda yang melekat dengan ratu kidul sebagai penguasa laut selatan dan keindahannya. pantai ini merupakan pantai yang cukup luas di yogyakarta, berbeda dengan pantai pantai di kawasan yogyakarta lainya seperti pantai di gunungkidul yang ukurannya relatif kecil.",pantai parangtritis bahasa jawa translit pasisir parangtritis adalah tempat wisata yang terletak di desa parangtritis kretek kabupaten bantul daerah istimewa yogyakarta jaraknya kurang lebih 27 km dari pusat kota yogyakarta pantai ini boleh terbilang adalah salah satu destinasi wisata terkenal di yogyakarta dan paling favorit diantara para wisatawan sejak lama bahkan pantai parangtritis telah menjadi ikon pariwisata di yogyakarta pantai parangtritis mempunyai nilai simbolis yang merupakan garis yang bersifat magis yang menghubungkan panggung krapyak keraton yogyakarta tugu yogyakarta dan gunung merapi yang dikenal sebagai garis imajiner yogyakarta npantai yang terletak di sisi timur pantai parangkusumo ini terkenal diantara para wisatawan karena memiliki legenda yang melekat dengan ratu kidul sebagai penguasa laut selatan dan keindahannya pantai ini merupakan pantai yang cukup luas di yogyakarta berbeda dengan pantai pantai di kawasan yogyakarta lainya seperti pantai di gunungkidul yang ukurannya relatif kecil,"['pantai', 'parangtritis', 'bahasa', 'jawa', 'translit', 'pasisir', 'parangtritis', 'adalah', 'tempat', 'wisata', 'yang', 'terletak', 'desa', 'parangtritis', 'kretek', 'kabupaten', 'bantul', 'daerah', 'istimewa', 'yogyakarta', 'jaraknya', 'kurang', 'lebih', 'dari', 'pusat', 'kota', 'yogyakarta', 'pantai', 'ini', 'boleh', 'terbilang', 'adalah', 'salah', 'satu', 'destinasi', 'wisata', 'terkenal', 'yogyakarta', 'dan', 'paling', 'favorit', 'diantara', 'para', 'wisatawan', 'sejak', 'lama', 'bahkan', 'pantai', 'parangtritis', 'telah', 'menjadi', 'ikon', 'pariwisata', 'yogyakarta', 'pantai', 'parangtritis', 'mempunyai', 'nilai', 'simbolis', 'yang', 'merupakan', 'garis', 'yang', 'bersifat', 'magis', 'yang', 'menghubungkan', 'panggung', 'krapyak', 'keraton', 'yogyakarta', 'tugu', 'yogyakarta', 'dan', 'gunung', 'merapi', 'yang', 'dikenal', 'sebagai', 'garis', 'imajiner', 'yogyakarta', 'npantai', 'yang', 'terletak', 'sisi', 'timur', 'pantai', 'parangkusumo', 'ini', 'terkenal', 'diantara', 'para', 'wisatawan', 'karena', 'memiliki', 'legenda', 'yang', 'melekat', 'dengan', 'ratu', 'kidul', 'sebagai', 'penguasa', 'laut', 'selatan', 'dan', 'keindahannya', 'pantai', 'ini', 'merupakan', 'pantai', 'yang', 'cukup', 'luas', 'yogyakarta', 'berbeda', 'dengan', 'pantai', 'pantai', 'kawasan', 'yogyakarta', 'lainya', 'seperti', 'pantai', 'gunungkidul', 'yang', 'ukurannya', 'relatif', 'kecil']",Bahari,bahari,bahari,['bahari'],10000.0,4.5,,-8.024608,110.3298045,0.0,0.0,0.0,0.9,,bahari,4,10000.0,171,0,1
dataset2,409,Pantai Pasir Puncu,pantai pasir puncu,pantai pasir puncu,"['pantai', 'pasir', 'puncu']",pantai eksotis yang masih belum banyak diketahui wisatawan dengan pasir bersih dan tebing tebing batu yang unik,pantai eksotis yang masih belum banyak diketahui wisatawan dengan pasir bersih dan tebing tebing batu yang unik,pantai eksotis yang masih belum banyak diketahui wisatawan dengan pasir bersih dan tebing tebing batu yang unik,"['pantai', 'eksotis', 'yang', 'masih', 'belum', 'banyak', 'diketahui', 'wisatawan', 'dengan', 'pasir', 'bersih', 'dan', 'tebing', 'tebing', 'batu', 'yang', 'unik']",Pantai,pantai,pantai,['pantai'],0.0,4.0,,-7.8540573,109.9130624,188.0,5000.0,10000.0,0.8,0.0036231884057971,bahari,4,5000.0,172,0,1
