User_Id,Place_Id,Place_Ratings,Place_Ratings_normalized
149,106,1,0.2
149,183,3,0.6
149,185,4,0.8
149,198,2,0.4
149,160,4,0.8
149,131,5,1.0
149,157,5,1.0
150,165,2,0.4
150,189,2,0.4
150,180,1,0.2
150,156,3,0.6
150,122,1,0.2
150,166,2,0.4
151,121,1,0.2
151,96,4,0.8
151,178,5,1.0
151,129,1,0.2
151,105,4,0.8
151,180,5,1.0
151,179,2,0.4
152,207,5,1.0
152,204,3,0.6
152,117,5,1.0
152,186,5,1.0
152,208,2,0.4
152,122,2,0.4
152,177,3,0.6
152,115,1,0.2
152,132,3,0.6
152,142,3,0.6
153,183,4,0.8
153,176,1,0.2
153,96,2,0.4
153,150,5,1.0
153,183,5,1.0
153,139,5,1.0
153,156,3,0.6
154,88,3,0.6
154,165,5,1.0
154,157,5,1.0
154,147,1,0.2
154,160,4,0.8
154,210,5,1.0
154,136,4,0.8
155,129,1,0.2
155,130,3,0.6
155,114,2,0.4
155,137,2,0.4
155,205,4,0.8
155,89,1,0.2
155,209,4,0.8
155,197,1,0.2
156,198,5,1.0
156,142,4,0.8
156,201,1,0.2
156,201,2,0.4
156,150,5,1.0
156,96,1,0.2
156,146,5,1.0
156,162,4,0.8
157,112,5,1.0
157,196,3,0.6
157,106,1,0.2
157,180,1,0.2
157,148,1,0.2
157,149,3,0.6
157,170,3,0.6
157,93,5,1.0
157,202,5,1.0
157,142,4,0.8
157,85,4,0.8
158,203,1,0.2
158,111,3,0.6
158,168,1,0.2
158,138,4,0.8
158,201,1,0.2
158,153,3,0.6
158,133,1,0.2
158,194,3,0.6
158,175,1,0.2
158,158,4,0.8
158,149,4,0.8
158,105,2,0.4
159,152,5,1.0
159,178,1,0.2
159,111,2,0.4
159,158,2,0.4
159,165,2,0.4
159,103,4,0.8
159,151,1,0.2
159,135,3,0.6
159,102,4,0.8
159,193,5,1.0
159,117,2,0.4
159,166,1,0.2
159,100,5,1.0
159,172,5,1.0
159,101,4,0.8
159,204,4,0.8
159,85,4,0.8
159,159,2,0.4
160,116,5,1.0
160,205,1,0.2
160,134,1,0.2
160,153,5,1.0
160,87,3,0.6
160,195,5,1.0
160,104,4,0.8
160,201,2,0.4
160,99,5,1.0
160,124,5,1.0
160,129,5,1.0
160,172,2,0.4
161,106,4,0.8
161,123,4,0.8
161,196,1,0.2
161,124,2,0.4
161,137,1,0.2
161,138,4,0.8
162,138,5,1.0
162,169,3,0.6
162,139,5,1.0
162,94,3,0.6
162,174,5,1.0
162,161,1,0.2
162,86,4,0.8
162,185,4,0.8
162,160,2,0.4
162,86,3,0.6
162,155,3,0.6
162,167,3,0.6
162,193,5,1.0
163,140,5,1.0
163,120,4,0.8
163,206,3,0.6
163,100,2,0.4
163,121,3,0.6
163,94,5,1.0
163,178,1,0.2
163,176,5,1.0
163,108,5,1.0
163,114,2,0.4
163,91,2,0.4
163,128,5,1.0
163,133,2,0.4
164,208,2,0.4
164,102,4,0.8
164,186,4,0.8
164,100,1,0.2
164,134,5,1.0
164,169,2,0.4
164,182,1,0.2
164,129,3,0.6
165,205,4,0.8
165,157,5,1.0
165,151,3,0.6
165,85,4,0.8
165,162,2,0.4
165,150,1,0.2
165,188,2,0.4
165,168,2,0.4
165,188,3,0.6
165,149,4,0.8
165,146,3,0.6
165,88,3,0.6
165,97,5,1.0
165,178,1,0.2
165,160,2,0.4
165,153,1,0.2
165,204,5,1.0
166,153,3,0.6
166,151,1,0.2
166,168,5,1.0
166,141,4,0.8
166,131,4,0.8
166,95,3,0.6
166,190,4,0.8
166,168,4,0.8
167,113,4,0.8
167,105,5,1.0
167,191,4,0.8
167,155,2,0.4
167,90,4,0.8
167,118,4,0.8
167,150,4,0.8
167,203,3,0.6
167,86,2,0.4
167,147,1,0.2
168,160,5,1.0
168,136,4,0.8
168,96,4,0.8
168,203,3,0.6
168,155,4,0.8
168,148,4,0.8
168,162,2,0.4
168,127,2,0.4
168,202,4,0.8
168,199,2,0.4
168,164,4,0.8
168,91,3,0.6
169,131,1,0.2
169,180,3,0.6
169,125,5,1.0
169,153,2,0.4
169,161,4,0.8
169,206,5,1.0
169,183,4,0.8
169,109,3,0.6
170,198,2,0.4
170,201,2,0.4
170,208,2,0.4
170,193,5,1.0
170,165,2,0.4
170,155,1,0.2
170,201,4,0.8
170,160,3,0.6
170,101,1,0.2
171,166,2,0.4
171,86,4,0.8
171,138,2,0.4
171,181,5,1.0
171,191,4,0.8
171,181,1,0.2
171,95,2,0.4
171,115,5,1.0
172,166,5,1.0
172,175,1,0.2
172,93,2,0.4
172,182,5,1.0
172,210,3,0.6
172,181,2,0.4
172,183,4,0.8
172,180,3,0.6
172,129,4,0.8
172,133,3,0.6
172,142,2,0.4
172,148,2,0.4
172,148,4,0.8
172,134,4,0.8
173,154,2,0.4
173,109,2,0.4
173,123,3,0.6
173,206,3,0.6
173,133,1,0.2
173,118,5,1.0
173,98,1,0.2
173,193,4,0.8
173,177,4,0.8
174,115,2,0.4
174,107,2,0.4
174,207,2,0.4
174,115,1,0.2
174,126,2,0.4
174,183,3,0.6
174,128,5,1.0
174,148,2,0.4
174,172,5,1.0
174,144,4,0.8
174,142,1,0.2
174,207,5,1.0
174,210,4,0.8
174,114,2,0.4
174,152,5,1.0
174,108,1,0.2
175,149,2,0.4
175,156,2,0.4
175,170,4,0.8
175,96,4,0.8
175,209,1,0.2
175,154,2,0.4
175,153,3,0.6
175,175,3,0.6
175,196,5,1.0
175,119,1,0.2
175,123,1,0.2
175,200,3,0.6
175,158,3,0.6
176,196,3,0.6
176,126,4,0.8
176,182,4,0.8
176,132,5,1.0
176,100,5,1.0
176,170,5,1.0
177,201,5,1.0
177,158,3,0.6
177,119,1,0.2
177,197,4,0.8
177,173,1,0.2
177,129,4,0.8
177,100,5,1.0
178,151,5,1.0
178,94,2,0.4
178,100,4,0.8
178,160,3,0.6
178,127,2,0.4
178,139,1,0.2
178,156,3,0.6
178,166,1,0.2
178,95,5,1.0
178,94,1,0.2
178,145,4,0.8
178,188,5,1.0
178,189,4,0.8
178,193,2,0.4
178,122,3,0.6
178,168,4,0.8
178,131,1,0.2
179,210,1,0.2
179,145,2,0.4
179,163,2,0.4
179,123,1,0.2
179,185,2,0.4
179,195,5,1.0
180,106,3,0.6
180,133,1,0.2
180,138,5,1.0
180,208,3,0.6
180,174,1,0.2
181,137,4,0.8
181,111,2,0.4
181,189,1,0.2
181,87,2,0.4
181,195,1,0.2
182,89,5,1.0
182,176,4,0.8
182,152,3,0.6
182,197,3,0.6
182,85,1,0.2
183,130,5,1.0
183,136,3,0.6
183,119,3,0.6
183,142,1,0.2
183,186,4,0.8
183,199,2,0.4
183,179,1,0.2
183,104,3,0.6
183,190,4,0.8
183,143,5,1.0
183,107,5,1.0
184,89,3,0.6
184,186,4,0.8
184,150,3,0.6
184,87,4,0.8
184,125,1,0.2
184,90,3,0.6
184,126,1,0.2
184,192,2,0.4
184,208,4,0.8
184,171,3,0.6
184,103,4,0.8
184,201,5,1.0
184,198,3,0.6
184,167,3,0.6
184,173,3,0.6
185,184,1,0.2
185,123,1,0.2
185,173,3,0.6
185,150,3,0.6
185,128,4,0.8
185,126,5,1.0
185,90,5,1.0
185,104,1,0.2
185,187,2,0.4
185,106,1,0.2
185,176,1,0.2
185,200,3,0.6
185,124,2,0.4
185,144,4,0.8
186,88,1,0.2
186,158,5,1.0
186,138,1,0.2
186,146,5,1.0
186,127,4,0.8
186,97,4,0.8
186,174,2,0.4
187,143,3,0.6
187,162,3,0.6
187,133,3,0.6
187,210,2,0.4
187,174,1,0.2
187,106,5,1.0
187,198,2,0.4
187,102,3,0.6
187,118,3,0.6
188,132,1,0.2
188,179,1,0.2
188,203,1,0.2
188,207,3,0.6
188,177,3,0.6
188,167,4,0.8
188,146,2,0.4
188,118,4,0.8
189,201,5,1.0
189,187,5,1.0
189,155,5,1.0
189,89,1,0.2
189,173,1,0.2
189,204,2,0.4
189,197,4,0.8
189,108,5,1.0
189,162,1,0.2
189,87,2,0.4
189,115,5,1.0
189,173,3,0.6
190,166,4,0.8
190,120,5,1.0
190,210,5,1.0
190,208,4,0.8
190,184,5,1.0
190,170,1,0.2
190,140,3,0.6
190,105,2,0.4
190,89,5,1.0
190,124,1,0.2
191,178,3,0.6
191,181,1,0.2
191,178,5,1.0
191,159,1,0.2
191,200,4,0.8
191,106,4,0.8
192,197,1,0.2
192,187,5,1.0
192,179,4,0.8
192,180,4,0.8
192,155,1,0.2
192,101,2,0.4
192,150,2,0.4
192,107,2,0.4
192,114,4,0.8
192,155,4,0.8
192,116,3,0.6
192,154,5,1.0
192,115,1,0.2
193,210,1,0.2
193,158,4,0.8
193,133,2,0.4
193,173,5,1.0
193,141,4,0.8
193,109,3,0.6
193,142,5,1.0
193,202,3,0.6
193,88,4,0.8
194,154,4,0.8
194,116,3,0.6
194,177,3,0.6
194,164,5,1.0
194,204,1,0.2
194,106,1,0.2
194,187,1,0.2
194,109,5,1.0
194,115,4,0.8
194,91,5,1.0
195,102,3,0.6
195,149,1,0.2
195,115,2,0.4
195,204,4,0.8
195,197,2,0.4
195,90,4,0.8
195,135,3,0.6
195,181,3,0.6
195,137,4,0.8
195,191,1,0.2
195,92,5,1.0
195,187,4,0.8
195,98,5,1.0
196,91,2,0.4
196,112,5,1.0
196,177,5,1.0
196,185,1,0.2
196,125,4,0.8
197,99,4,0.8
197,125,1,0.2
197,142,5,1.0
197,177,2,0.4
197,151,3,0.6
197,93,1,0.2
197,137,1,0.2
197,198,5,1.0
197,203,4,0.8
198,89,5,1.0
198,197,4,0.8
198,208,4,0.8
198,97,5,1.0
198,134,3,0.6
198,187,5,1.0
198,191,2,0.4
198,125,1,0.2
198,91,3,0.6
198,201,3,0.6
198,208,5,1.0
199,94,5,1.0
199,204,3,0.6
199,165,3,0.6
199,135,3,0.6
199,170,2,0.4
199,93,3,0.6
199,185,2,0.4
199,209,1,0.2
199,207,5,1.0
199,197,3,0.6
199,209,2,0.4
199,87,4,0.8
199,189,1,0.2
200,199,3,0.6
200,166,5,1.0
200,207,2,0.4
200,165,2,0.4
200,184,2,0.4
200,170,2,0.4
200,167,4,0.8
200,191,1,0.2
201,180,3,0.6
201,200,2,0.4
201,133,3,0.6
201,110,5,1.0
201,101,2,0.4
201,174,3,0.6
201,177,3,0.6
202,171,4,0.8
202,174,4,0.8
202,200,3,0.6
202,164,5,1.0
203,178,5,1.0
203,104,2,0.4
203,177,3,0.6
203,127,2,0.4
203,158,2,0.4
203,128,4,0.8
204,139,3,0.6
204,179,2,0.4
204,170,3,0.6
204,126,5,1.0
204,177,3,0.6
204,88,4,0.8
204,89,2,0.4
204,91,3,0.6
205,201,2,0.4
205,128,2,0.4
205,156,5,1.0
205,138,4,0.8
206,96,1,0.2
206,210,1,0.2
206,113,5,1.0
206,171,3,0.6
206,118,1,0.2
206,93,3,0.6
206,122,5,1.0
206,163,4,0.8
206,129,3,0.6
206,139,5,1.0
206,99,1,0.2
206,123,5,1.0
206,200,5,1.0
206,152,1,0.2
207,88,2,0.4
207,112,3,0.6
207,88,5,1.0
207,102,1,0.2
207,136,5,1.0
207,144,2,0.4
207,136,2,0.4
207,125,5,1.0
208,174,4,0.8
208,159,4,0.8
208,87,5,1.0
208,178,4,0.8
208,88,1,0.2
208,195,1,0.2
208,102,2,0.4
208,168,1,0.2
208,119,3,0.6
208,137,4,0.8
209,114,4,0.8
209,114,5,1.0
209,98,1,0.2
209,174,1,0.2
209,170,4,0.8
209,96,1,0.2
209,113,3,0.6
210,107,1,0.2
210,101,1,0.2
210,123,5,1.0
210,109,3,0.6
210,122,4,0.8
210,136,1,0.2
210,94,5,1.0
210,123,3,0.6
211,202,5,1.0
211,105,2,0.4
211,188,2,0.4
211,182,2,0.4
211,144,4,0.8
211,162,4,0.8
211,125,5,1.0
211,87,2,0.4
212,124,3,0.6
212,93,4,0.8
212,192,1,0.2
212,100,5,1.0
212,95,4,0.8
212,201,3,0.6
212,209,3,0.6
212,109,1,0.2
212,100,3,0.6
212,111,5,1.0
212,192,4,0.8
212,140,4,0.8
213,115,5,1.0
213,100,2,0.4
213,180,5,1.0
213,169,4,0.8
213,97,4,0.8
213,146,3,0.6
213,162,1,0.2
214,136,5,1.0
214,104,1,0.2
214,146,3,0.6
214,177,4,0.8
214,156,3,0.6
214,99,3,0.6
214,89,2,0.4
214,164,2,0.4
214,158,3,0.6
214,195,3,0.6
214,204,2,0.4
214,134,5,1.0
214,160,4,0.8
215,201,2,0.4
215,123,3,0.6
215,109,4,0.8
215,144,5,1.0
215,100,5,1.0
215,182,2,0.4
215,181,4,0.8
215,193,3,0.6
216,207,2,0.4
216,184,5,1.0
216,110,4,0.8
216,90,5,1.0
216,106,4,0.8
216,193,3,0.6
216,140,4,0.8
216,133,1,0.2
217,178,2,0.4
217,147,2,0.4
217,208,3,0.6
217,132,1,0.2
217,197,5,1.0
217,153,5,1.0
217,165,1,0.2
218,106,3,0.6
218,202,5,1.0
218,140,4,0.8
218,181,1,0.2
218,178,5,1.0
218,187,4,0.8
218,200,5,1.0
218,173,2,0.4
218,181,4,0.8
219,146,2,0.4
219,181,5,1.0
219,137,1,0.2
219,111,3,0.6
219,86,1,0.2
219,89,2,0.4
219,177,5,1.0
219,171,3,0.6
219,100,2,0.4
219,208,2,0.4
219,91,4,0.8
219,98,5,1.0
220,191,2,0.4
220,160,3,0.6
220,136,5,1.0
220,154,5,1.0
220,187,2,0.4
220,139,1,0.2
220,152,2,0.4
220,171,5,1.0
221,176,3,0.6
221,118,3,0.6
221,110,4,0.8
221,142,1,0.2
221,91,4,0.8
221,138,5,1.0
221,196,2,0.4
221,189,1,0.2
221,95,2,0.4
222,89,1,0.2
222,134,4,0.8
222,154,4,0.8
222,169,5,1.0
222,89,2,0.4
222,186,3,0.6
222,183,1,0.2
222,104,2,0.4
222,144,1,0.2
222,138,5,1.0
222,194,2,0.4
222,127,4,0.8
223,160,5,1.0
223,97,4,0.8
223,95,4,0.8
223,181,5,1.0
223,124,2,0.4
223,107,5,1.0
223,132,2,0.4
223,106,3,0.6
223,181,4,0.8
224,174,4,0.8
224,169,5,1.0
224,202,1,0.2
224,201,2,0.4
224,164,1,0.2
224,172,2,0.4
224,139,5,1.0
225,168,3,0.6
225,200,5,1.0
225,194,3,0.6
225,177,2,0.4
225,166,3,0.6
225,103,3,0.6
225,185,3,0.6
225,123,3,0.6
225,90,5,1.0
226,196,5,1.0
226,156,1,0.2
226,191,5,1.0
226,87,4,0.8
226,105,1,0.2
226,120,2,0.4
226,204,5,1.0
226,148,4,0.8
226,93,1,0.2
227,158,3,0.6
227,198,3,0.6
227,118,2,0.4
227,113,1,0.2
227,176,4,0.8
227,97,4,0.8
227,115,4,0.8
227,175,4,0.8
227,104,2,0.4
227,90,1,0.2
227,194,4,0.8
227,96,5,1.0
227,179,4,0.8
227,192,3,0.6
228,107,2,0.4
228,192,3,0.6
228,120,3,0.6
228,120,1,0.2
228,154,2,0.4
228,177,2,0.4
229,116,3,0.6
229,174,2,0.4
229,93,1,0.2
229,200,1,0.2
229,197,2,0.4
229,202,2,0.4
229,135,4,0.8
229,159,4,0.8
229,160,5,1.0
229,157,4,0.8
230,96,2,0.4
230,187,1,0.2
230,171,1,0.2
230,204,5,1.0
230,179,4,0.8
230,173,5,1.0
230,207,4,0.8
230,146,4,0.8
230,126,4,0.8
230,130,2,0.4
230,115,1,0.2
230,159,4,0.8
230,160,5,1.0
230,167,4,0.8
231,143,4,0.8
231,208,2,0.4
231,86,5,1.0
231,197,3,0.6
231,157,5,1.0
231,100,1,0.2
231,103,3,0.6
231,183,4,0.8
231,119,1,0.2
232,131,5,1.0
232,101,5,1.0
232,128,2,0.4
232,191,4,0.8
232,194,3,0.6
232,180,1,0.2
233,85,3,0.6
233,141,5,1.0
233,105,4,0.8
233,121,3,0.6
233,121,1,0.2
233,208,3,0.6
234,190,4,0.8
234,130,5,1.0
234,157,4,0.8
234,92,4,0.8
234,108,5,1.0
234,138,4,0.8
234,97,1,0.2
234,124,1,0.2
234,98,5,1.0
234,114,4,0.8
234,104,2,0.4
234,135,1,0.2
234,202,4,0.8
235,177,1,0.2
235,171,2,0.4
235,189,5,1.0
235,151,1,0.2
235,200,4,0.8
235,201,3,0.6
235,128,4,0.8
235,165,4,0.8
235,199,3,0.6
236,167,1,0.2
236,181,2,0.4
236,208,1,0.2
236,167,4,0.8
236,177,3,0.6
236,103,1,0.2
236,183,4,0.8
237,165,1,0.2
237,206,4,0.8
237,158,3,0.6
237,201,5,1.0
237,126,1,0.2
238,193,1,0.2
238,195,1,0.2
238,188,1,0.2
238,201,5,1.0
238,138,5,1.0
238,133,5,1.0
238,138,4,0.8
238,187,2,0.4
239,92,5,1.0
239,117,2,0.4
239,95,5,1.0
239,120,5,1.0
239,184,2,0.4
239,128,1,0.2
239,166,3,0.6
239,123,4,0.8
239,92,1,0.2
239,114,3,0.6
240,127,3,0.6
240,90,1,0.2
240,140,3,0.6
240,210,2,0.4
240,165,4,0.8
240,202,1,0.2
240,173,1,0.2
240,170,2,0.4
241,177,5,1.0
241,134,4,0.8
241,165,3,0.6
241,187,2,0.4
241,201,5,1.0
241,183,1,0.2
241,188,3,0.6
242,167,5,1.0
242,102,4,0.8
242,205,4,0.8
242,205,3,0.6
242,104,1,0.2
242,169,4,0.8
242,190,4,0.8
242,165,5,1.0
242,110,4,0.8
242,201,5,1.0
243,88,1,0.2
243,156,3,0.6
243,88,4,0.8
243,91,5,1.0
243,132,5,1.0
243,201,5,1.0
243,134,5,1.0
243,119,1,0.2
243,190,1,0.2
243,153,4,0.8
244,163,2,0.4
244,113,3,0.6
244,96,5,1.0
244,183,4,0.8
244,176,4,0.8
244,160,1,0.2
244,114,4,0.8
244,122,4,0.8
244,132,4,0.8
244,170,2,0.4
244,102,3,0.6
245,187,1,0.2
245,187,3,0.6
245,141,1,0.2
245,173,1,0.2
245,198,1,0.2
245,151,5,1.0
245,100,1,0.2
245,142,5,1.0
245,168,3,0.6
246,198,4,0.8
246,93,2,0.4
246,103,2,0.4
246,158,3,0.6
246,197,1,0.2
246,166,5,1.0
247,114,3,0.6
247,95,5,1.0
247,101,2,0.4
247,85,3,0.6
247,86,4,0.8
247,140,4,0.8
247,92,5,1.0
247,176,3,0.6
247,152,4,0.8
247,168,4,0.8
247,187,2,0.4
247,116,5,1.0
247,202,1,0.2
247,105,1,0.2
247,162,3,0.6
247,87,5,1.0
247,108,1,0.2
248,165,1,0.2
248,162,2,0.4
248,191,5,1.0
248,127,2,0.4
248,107,5,1.0
248,134,5,1.0
248,86,4,0.8
249,157,1,0.2
249,163,3,0.6
249,167,1,0.2
249,152,3,0.6
249,188,3,0.6
249,101,2,0.4
250,174,5,1.0
250,207,1,0.2
250,165,1,0.2
250,185,5,1.0
250,117,5,1.0
250,199,1,0.2
250,91,5,1.0
250,90,4,0.8
250,179,1,0.2
250,156,5,1.0
251,187,5,1.0
251,158,5,1.0
251,191,1,0.2
251,139,4,0.8
251,142,3,0.6
251,138,2,0.4
251,153,1,0.2
252,145,3,0.6
252,114,1,0.2
252,169,3,0.6
252,200,1,0.2
252,199,3,0.6
252,136,5,1.0
252,154,1,0.2
252,149,2,0.4
252,152,5,1.0
252,125,5,1.0
252,208,4,0.8
252,168,2,0.4
252,101,2,0.4
252,103,4,0.8
252,203,2,0.4
252,138,3,0.6
253,117,5,1.0
253,131,3,0.6
253,136,3,0.6
253,190,4,0.8
253,186,3,0.6
253,104,1,0.2
253,172,4,0.8
253,149,5,1.0
253,158,5,1.0
253,173,4,0.8
254,180,3,0.6
254,169,4,0.8
254,160,3,0.6
254,92,4,0.8
254,118,4,0.8
254,208,4,0.8
254,194,4,0.8
255,94,2,0.4
255,156,1,0.2
255,183,5,1.0
255,116,3,0.6
255,123,5,1.0
255,152,4,0.8
255,199,2,0.4
255,110,4,0.8
256,88,3,0.6
256,184,1,0.2
256,205,3,0.6
256,179,4,0.8
256,173,2,0.4
256,193,4,0.8
256,159,1,0.2
256,143,1,0.2
256,111,5,1.0
256,161,4,0.8
256,152,4,0.8
256,141,3,0.6
256,191,1,0.2
256,146,2,0.4
257,147,1,0.2
257,139,5,1.0
257,202,3,0.6
257,157,3,0.6
257,86,4,0.8
257,107,1,0.2
257,141,2,0.4
257,115,5,1.0
257,141,3,0.6
257,108,3,0.6
257,146,5,1.0
258,137,4,0.8
258,88,3,0.6
258,88,2,0.4
258,164,2,0.4
258,91,5,1.0
258,122,5,1.0
258,208,5,1.0
258,146,5,1.0
259,199,2,0.4
259,193,3,0.6
259,142,4,0.8
259,188,3,0.6
259,116,1,0.2
259,135,4,0.8
259,206,5,1.0
259,86,4,0.8
259,127,2,0.4
260,195,4,0.8
260,208,5,1.0
260,101,4,0.8
260,177,3,0.6
260,152,1,0.2
260,194,4,0.8
260,124,4,0.8
260,195,3,0.6
260,117,4,0.8
260,133,3,0.6
260,117,2,0.4
260,207,1,0.2
260,160,1,0.2
260,101,3,0.6
261,140,4,0.8
261,121,3,0.6
261,109,1,0.2
261,159,4,0.8
261,109,2,0.4
261,119,4,0.8
261,132,4,0.8
261,127,5,1.0
261,143,3,0.6
261,110,1,0.2
261,124,1,0.2
261,120,2,0.4
262,174,1,0.2
262,120,5,1.0
262,137,4,0.8
262,208,3,0.6
262,85,1,0.2
263,137,1,0.2
263,176,2,0.4
263,93,4,0.8
263,192,5,1.0
263,115,4,0.8
263,189,3,0.6
263,120,5,1.0
263,154,3,0.6
263,121,3,0.6
263,181,3,0.6
264,201,4,0.8
264,142,4,0.8
264,190,2,0.4
264,99,4,0.8
264,134,4,0.8
264,113,2,0.4
264,99,5,1.0
264,161,5,1.0
264,120,3,0.6
265,182,5,1.0
265,93,1,0.2
265,102,3,0.6
265,188,1,0.2
265,187,4,0.8
265,156,4,0.8
265,88,3,0.6
265,144,2,0.4
265,144,3,0.6
265,113,3,0.6
265,91,5,1.0
265,148,4,0.8
265,149,4,0.8
265,101,1,0.2
266,103,1,0.2
266,185,2,0.4
266,156,4,0.8
266,210,5,1.0
266,152,4,0.8
266,151,2,0.4
267,106,4,0.8
267,140,3,0.6
267,147,3,0.6
267,132,4,0.8
267,134,1,0.2
267,195,2,0.4
267,162,4,0.8
267,145,5,1.0
267,99,4,0.8
267,182,5,1.0
267,190,1,0.2
267,90,5,1.0
268,97,3,0.6
268,122,1,0.2
268,140,2,0.4
268,102,1,0.2
268,191,2,0.4
268,179,4,0.8
268,125,3,0.6
268,146,5,1.0
268,99,3,0.6
269,85,1,0.2
269,119,5,1.0
269,162,3,0.6
269,103,1,0.2
269,155,3,0.6
269,163,1,0.2
269,131,5,1.0
269,202,4,0.8
269,98,4,0.8
270,179,4,0.8
270,94,5,1.0
270,168,2,0.4
270,189,4,0.8
270,202,1,0.2
270,95,4,0.8
270,194,4,0.8
270,155,1,0.2
270,146,1,0.2
270,201,3,0.6
270,203,3,0.6
271,195,2,0.4
271,87,4,0.8
271,117,1,0.2
271,151,5,1.0
271,142,5,1.0
271,134,4,0.8
271,179,5,1.0
271,87,1,0.2
271,204,5,1.0
271,159,3,0.6
272,178,2,0.4
272,204,3,0.6
272,179,4,0.8
272,183,4,0.8
272,177,5,1.0
272,138,4,0.8
272,141,5,1.0
272,182,5,1.0
272,164,3,0.6
272,98,5,1.0
272,115,3,0.6
273,177,2,0.4
273,176,4,0.8
273,156,1,0.2
273,127,3,0.6
273,91,3,0.6
273,197,3,0.6
273,182,2,0.4
273,145,3,0.6
273,148,1,0.2
273,120,1,0.2
274,94,3,0.6
274,173,2,0.4
274,134,4,0.8
274,195,5,1.0
274,197,4,0.8
274,151,3,0.6
274,190,3,0.6
274,159,1,0.2
274,205,2,0.4
275,101,2,0.4
275,94,1,0.2
275,104,1,0.2
275,166,1,0.2
275,185,2,0.4
275,114,1,0.2
275,105,3,0.6
276,202,1,0.2
276,174,1,0.2
276,202,5,1.0
276,116,1,0.2
276,94,5,1.0
276,112,2,0.4
276,122,4,0.8
276,145,2,0.4
276,177,1,0.2
276,164,1,0.2
276,110,3,0.6
276,176,2,0.4
276,132,1,0.2
276,89,2,0.4
276,172,1,0.2
276,204,3,0.6
276,148,1,0.2
276,151,2,0.4
276,100,5,1.0
276,85,1,0.2
277,106,4,0.8
277,190,2,0.4
277,125,2,0.4
277,174,1,0.2
277,154,3,0.6
277,105,1,0.2
277,177,3,0.6
277,116,2,0.4
277,91,5,1.0
277,133,1,0.2
278,203,2,0.4
278,127,5,1.0
278,97,5,1.0
278,148,4,0.8
278,133,5,1.0
278,195,1,0.2
278,167,2,0.4
279,200,1,0.2
279,169,3,0.6
279,111,4,0.8
279,210,3,0.6
279,154,1,0.2
279,86,3,0.6
279,152,3,0.6
279,133,5,1.0
279,135,2,0.4
280,99,3,0.6
280,154,4,0.8
280,185,2,0.4
280,165,5,1.0
280,111,2,0.4
280,199,5,1.0
280,197,3,0.6
280,98,5,1.0
280,99,5,1.0
280,152,4,0.8
280,130,1,0.2
280,205,3,0.6
281,158,2,0.4
281,89,2,0.4
281,145,1,0.2
281,132,5,1.0
281,178,4,0.8
281,164,3,0.6
281,183,2,0.4
281,154,2,0.4
281,87,3,0.6
282,136,4,0.8
282,85,1,0.2
282,86,1,0.2
282,119,2,0.4
282,201,1,0.2
282,182,2,0.4
282,133,5,1.0
283,171,1,0.2
283,113,3,0.6
283,187,4,0.8
283,132,5,1.0
283,186,3,0.6
283,101,5,1.0
283,174,2,0.4
283,99,2,0.4
283,180,5,1.0
283,117,3,0.6
283,96,3,0.6
283,127,5,1.0
284,94,2,0.4
284,134,4,0.8
284,166,2,0.4
284,158,4,0.8
284,121,5,1.0
284,154,4,0.8
284,188,5,1.0
284,153,2,0.4
284,149,2,0.4
284,110,2,0.4
285,111,2,0.4
285,109,5,1.0
285,109,4,0.8
285,120,4,0.8
285,122,5,1.0
286,163,1,0.2
286,96,3,0.6
286,152,1,0.2
286,145,2,0.4
286,183,5,1.0
286,169,2,0.4
286,129,5,1.0
286,192,1,0.2
286,117,5,1.0
286,202,4,0.8
286,156,2,0.4
286,135,1,0.2
286,196,1,0.2
286,210,3,0.6
286,89,2,0.4
286,181,4,0.8
287,109,2,0.4
287,112,4,0.8
287,206,1,0.2
287,104,1,0.2
287,156,3,0.6
287,94,4,0.8
287,210,5,1.0
287,94,3,0.6
287,163,5,1.0
287,172,4,0.8
287,154,5,1.0
287,207,5,1.0
287,103,1,0.2
288,90,4,0.8
288,105,3,0.6
288,98,3,0.6
288,127,3,0.6
288,134,2,0.4
288,191,5,1.0
288,93,4,0.8
288,175,4,0.8
288,173,5,1.0
288,91,5,1.0
288,151,3,0.6
288,201,3,0.6
288,174,2,0.4
288,171,5,1.0
288,181,2,0.4
289,203,2,0.4
289,100,2,0.4
289,117,4,0.8
289,86,3,0.6
289,138,4,0.8
289,207,4,0.8
289,96,2,0.4
289,155,2,0.4
289,190,4,0.8
289,198,5,1.0
290,100,2,0.4
290,183,3,0.6
290,87,5,1.0
290,109,1,0.2
290,152,1,0.2
290,97,4,0.8
290,210,5,1.0
290,143,2,0.4
291,148,4,0.8
291,91,3,0.6
291,204,2,0.4
291,90,4,0.8
291,139,1,0.2
291,161,3,0.6
291,193,1,0.2
291,178,2,0.4
292,147,5,1.0
292,99,5,1.0
292,159,2,0.4
292,92,4,0.8
292,167,3,0.6
292,158,1,0.2
292,134,4,0.8
292,92,1,0.2
292,187,1,0.2
292,167,1,0.2
292,88,5,1.0
292,152,4,0.8
292,137,5,1.0
293,145,2,0.4
293,95,2,0.4
293,113,4,0.8
293,202,4,0.8
293,151,2,0.4
293,134,4,0.8
293,106,2,0.4
293,142,2,0.4
294,158,1,0.2
294,155,4,0.8
294,99,2,0.4
294,138,4,0.8
